BALANCE,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT
-0.8355125720865298,-0.24943448080104266,-0.6003935277696478,-0.4839993980036852,-0.605707052809979,-0.8064903456392755,-0.6786608078479125,-0.7073131650492337,-0.675348857882429,-1.0420959817395243,-0.7969545946251589,-0.6862593635201429,-0.5255509710834134
1.0362751361516869,0.1343246710512249,-0.6003935277696478,-0.6756417215295741,2.8389294518467,-1.2217580572960502,-0.6786608078479125,-0.9169951914991048,0.573962722280416,0.8214619565458517,1.6423153517694515,0.6241113625732221,0.23422689681747927
0.6175111768130338,0.5180838229034924,0.43589976418664217,-0.6756417215295741,-0.605707052809979,1.2698432294420248,2.673451079746117,-0.9169951914991048,-0.675348857882429,0.9767584514029664,-0.5341813628524766,-0.001069365033289075,-0.5255509710834134
0.12701526157448667,-1.0169527845055772,1.408742425051179,-0.6756417215295741,-0.4531701218376806,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.25891333024358754,0.9767584514029664,-0.9231326702299419,-0.44347480541676193,-0.5255509710834134
-0.37560447113005835,0.5180838229034924,-0.5789484475527478,-0.6756417215295741,-0.605707052809979,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.675348857882429,-0.9799773837966785,-0.4989994139491664,-0.53836782220254,-0.5255509710834134
0.21177127154149,0.5180838229034924,-0.6003935277696478,2.0026903236548828,-0.605707052809979,0.43931029772976204,-0.6786608078479125,0.5507840260387573,-0.675348857882429,-0.7936215899681409,-0.04773737374666104,2.4992876537228557,-0.5255509710834134
-0.488361408471842,0.5180838229034924,2.9797205407853764,0.7071962519374219,-0.605707052809979,1.2698432294420248,2.673451079746117,1.5991991906768772,-0.675348857882429,2.3744269051169984,2.879734335655856,-0.6040041047087523,2.8934528534744284
0.2199556880127507,0.5180838229034924,-0.6003935277696478,0.20060965710766643,-0.605707052809979,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.675348857882429,-0.6383250951110263,-0.49854277720800366,-0.1348705919356552,-0.5255509710834134
-0.258846137460614,0.5180838229034924,0.2862131042726796,-0.2738758441168091,-0.605707052809979,-0.39122512558378747,-0.39931926791903927,-0.28794659595510924,-0.675348857882429,0.8214619565458517,-0.4927819847025526,-0.4440093568629086,-0.5255509710834134
-0.7696031001090275,-1.4007119363578449,1.117357397604049,-0.6756417215295741,-0.605707052809979,-0.8064903456392755,-0.11997437587827835,-0.9169951914991048,-0.675348857882429,2.063833915402769,-0.19485222445701403,-0.7413351751042201,-0.5255509710834134
-0.09414030520826269,0.5180838229034924,-0.6003935277696478,1.1727223740955928,-0.605707052809979,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.675348857882429,-0.9799773837966785,-0.2457916157937369,2.1698117093501543,-0.5255509710834134
